Fish,hakai_id,Stock 1,Region 1,Prob 1,Stock 2,Region 2,Prob 2,Stock 3,Region 3,Prob 3,Stock 4,Region 4,Prob 4,Stock 5,Region 5,Prob 5
Hakai_P_A13 (15) unkn 143 375,U375,Mitchell,3,0.85,Chilko,3,0.08,Quesnel_Mitche,3,0.03,Quesnel_Decept,3,0.01,Quesnel_Horsef,3,0.01
Hakai_P_A13 (15) unkn 143 376,U376,Chilko,3,0.91,Thompson_N,2,0.03,Birkenhead,3,0.03,Stellako,3,0.01,Little,4,0.01
Hakai_P_A13 (15) unkn 143 377,U377,Mitchell,3,0.93,Quesnel_Mitche,3,0.07,,,,,,,,,
Hakai_P_A13 (15) unkn 143 378,U378,Chilko,3,1.00,Quesnel_Horsef,3,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 143 379,U379,Thompson_N,2,0.66,Raft,2,0.33,Weaver,4,0.00,Fennell,2,0.00,Pitt,2,0.00
Hakai_P_A13 (15) unkn 143 380,U380,Chilko,3,0.96,Stellako,3,0.03,Thompson_N,2,0.01,Chilko_south,2,0.00,Birkenhead,3,0.00
Hakai_P_A13 (15) unkn 143 390,U390,Chilko,3,0.97,Thompson_N,2,0.01,Nadina,2,0.01,Chilko_south,2,0.01,Raft,2,0.00
Hakai_P_A13 (15) unkn 143 394,U394,Chilko,3,0.85,Blackwater,1,0.05,Hudson_Bay,1,0.02,Chilko_south,2,0.02,Eagle_L,4,0.01
Hakai_P_A13 (15) unkn 143 396,U396,Chilko,3,0.86,Quesnel_Horsef,3,0.12,Mitchell,3,0.00,Thompson_N,2,0.00,Bowron,2,0.00
Hakai_P_A13 (15) unkn 143 397,U397,Chilko,3,0.97,Quesnel_Horsef,3,0.02,Raft,2,0.01,Thompson_N,2,0.00,L_Adams,4,0.00
Hakai_P_A13 (15) unkn 143 398,U398,Chilko,3,0.98,Thompson_N,2,0.01,Chilko_south,2,0.00,Quesnel_Horsef,3,0.00,Blackwater,1,0.00
Hakai_P_A13 (15) unkn 143 454,U454,Chilko,3,1.00,Thompson_N,2,0.00,Quesnel_Horsef,3,0.00,Horsefly,3,0.00,,,
Hakai_P_A13 (15) unkn 143 455,U455,Chilko,3,0.87,Quesnel_Horsef,3,0.07,Chilko_south,2,0.02,Blackwater,1,0.02,Kynock,1,0.00
Hakai_P_A13 (15) unkn 143 456,U456,Chilko,3,0.94,Mitchell,3,0.02,Thompson_N,2,0.01,Roaring,3,0.01,Chilko_south,2,0.00
Hakai_P_A13 (15) unkn 143 503,U503,Chilko,3,0.98,Chilko_south,2,0.01,Stellako,3,0.01,Kynock,1,0.00,,,
Hakai_P_A13 (15) unkn 143 504,U504,Quesnel_Horsef,3,0.97,U_Horsefly,3,0.01,Horsefly,3,0.01,Thompson_N,2,0.00,L_Horsefly,3,0.00
Hakai_P_A13 (15) unkn 143 505,U505,Chilko,3,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 143 506,U506,Chilko,3,0.97,Quesnel_Horsef,3,0.01,Sandpoint,1,0.00,Raft,2,0.00,Stellako,3,0.00
Hakai_P_A13 (15) unkn 143 513,U513,Chilko,3,1.00,Sandpoint,1,0.00,Weaver,4,0.00,,,,,,
Hakai_P_A13 (15) unkn 143 515,U515,Chilko,3,0.79,Quesnel_Horsef,3,0.08,Stellako,3,0.06,Thompson_N,2,0.03,Weaver,4,0.02
Hakai_P_A13 (15) unkn 144 299,U299,Chilko,3,0.98,Quesnel_Horsef,3,0.02,Little,4,0.00,Roaring,3,0.00,Horsefly,3,0.00
Hakai_P_A13 (15) unkn 144 300,U300,Weaver,4,0.89,Chilko,3,0.07,Wannock,18,0.01,Marble_Cr,18,0.01,Pitt,2,0.01
Hakai_P_A13 (15) unkn 144 307,U307,Chilko,3,1.00,Stellako,3,0.00,Chilko_south,2,0.00,,,,,,
Hakai_P_A13 (15) unkn 144 308,U308,Quesnel_Horsef,3,0.98,U_Horsefly,3,0.01,L_Horsefly,3,0.00,Horsefly,3,0.00,Little,4,0.00
Hakai_P_A13 (15) unkn 144 317,U317,Thompson_N,2,0.90,Chilko,3,0.05,Raft,2,0.04,Quesnel_Horsef,3,0.01,Stellako,3,0.00
Hakai_P_A13 (15) unkn 144 318,U318,Mitchell,3,0.93,Quesnel_Mitche,3,0.07,Blue_Lead_Ck,3,0.00,Quesnel_Decept,3,0.00,Roaring,3,0.00
Hakai_P_A13 (15) unkn 144 319,U319,Chilko,3,1.00,Chilko_south,2,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 144 328,U328,Chilko,3,0.88,Thompson_N,2,0.11,Raft,2,0.00,Little,4,0.00,Quesnel_Horsef,3,0.00
Hakai_P_A13 (15) unkn 144 331,U331,Quesnel_Horsef,3,0.95,Little,4,0.01,Chilko,3,0.01,U_Horsefly,3,0.01,Quesnel_Decept,3,0.01
Hakai_P_A13 (15) unkn 144 332,U332,Blackwater,1,0.36,Hudson_Bay,1,0.20,Kynock,1,0.16,Sandpoint,1,0.12,Felix,1,0.05
Hakai_P_A13 (15) unkn 144 333,U333,Chilko,3,0.29,Thompson_N,2,0.21,Little,4,0.18,Quesnel_Horsef,3,0.14,Eagle_L,4,0.04
Hakai_P_A13 (15) unkn 144 408,U408,Birkenhead,3,0.79,Pitt,2,0.21,,,,,,,,,
Hakai_P_A13 (15) unkn 144 409,U409,Stellako,3,0.32,Blackwater,1,0.20,Kynock,1,0.11,Hudson_Bay,1,0.11,Sandpoint,1,0.10
Hakai_P_A13 (15) unkn 144 410,U410,Chilko,3,1.00,Raft,2,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 144 466,U466,Quesnel_Horsef,3,0.40,Chilko,3,0.17,Little,4,0.16,Stellako,3,0.15,Thompson_N,2,0.04
Hakai_P_A13 (15) unkn 144 467,U467,Gates_Cr,2,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 144 468,U468,Blackwater,1,0.39,Hudson_Bay,1,0.20,Sandpoint,1,0.17,Kynock,1,0.16,Paula,1,0.03
Hakai_P_A13 (15) unkn 144 470,U470,Stellako,3,0.99,Blackwater,1,0.00,Hudson_Bay,1,0.00,Tachie,3,0.00,Chilko,3,0.00
Hakai_P_A13 (15) unkn 144 491,U491,Chilko,3,0.90,Thompson_N,2,0.10,Chilko_south,2,0.00,Horsefly,3,0.00,,,
Hakai_P_A13 (15) unkn 144 492,U492,Thompson_N,2,0.94,Raft,2,0.03,Chilko,3,0.02,Quesnel_Horsef,3,0.01,Stellako,3,0.00
Hakai_P_A13 (15) unkn 145 1296,U1296,Chilko,3,0.97,Kynock,1,0.01,Middle,3,0.01,Chilko-North,3,0.01,L_Adams,4,0.00
Hakai_P_A13 (15) unkn 145 482,U482,Horsefly,3,1.00,Quesnel_Horsef,3,0.00,U_Horsefly,3,0.00,L_Horsefly,3,0.00,,,
Hakai_P_A13 (15) unkn 145 483,U483,Middle,3,0.49,Stellako,3,0.26,Blackwater,1,0.08,Gluskie,1,0.06,Porter_Cr,1,0.06
Hakai_P_A13 (15) unkn 145 484,U484,Chilko,3,0.97,L_Adams,4,0.03,Kynock,1,0.00,,,,,,
Hakai_P_A13 (15) unkn 145 485,U485,Chilko,3,0.96,Stellako,3,0.03,Horsefly,3,0.01,L_Adams,4,0.00,Middle,3,0.00
Hakai_P_A13 (15) unkn 145 486,U486,Middle,3,0.43,Blackwater,1,0.17,Porter_Cr,1,0.14,Stellako,3,0.12,Kynock,1,0.06
Hakai_P_A13 (15) unkn 145 492,U492,Chilko,3,0.61,Gluskie,1,0.21,L_Adams,4,0.10,Dust,1,0.07,Blackwater,1,0.01
Hakai_P_A13 (15) unkn 145 493,U493,Middle,3,0.65,Blackwater,1,0.17,Porter_Cr,1,0.07,Stellako,3,0.04,Kynock,1,0.04
Hakai_P_A13 (15) unkn 145 494,U494,Gluskie,1,0.99,Forfar,1,0.00,L_Adams,4,0.00,Porter_Cr,1,0.00,Middle,3,0.00
Hakai_P_A13 (15) unkn 145 495,U495,Chilko,3,0.95,L_Adams,4,0.03,Middle,3,0.01,Stellako,3,0.01,Kynock,1,0.00
Hakai_P_A13 (15) unkn 145 496,U496,Chilko,3,1.00,Horsefly,3,0.00,L_Adams,4,0.00,,,,,,
Hakai_P_A13 (15) unkn 145 497,U497,Gluskie,1,0.52,Porter_Cr,1,0.18,Blackwater,1,0.13,Kynock,1,0.09,Chilko,3,0.03
Hakai_P_A13 (15) unkn 146 309,U309,Gluskie,1,0.97,Middle,3,0.02,Blackwater,1,0.01,FiveMile,1,0.00,Stellako,3,0.00
Hakai_P_A13 (15) unkn 146 310,U310,Chilko,3,1.00,Quesnel_Mitche,3,0.00,Stellako,3,0.00,,,,,,
Hakai_P_A13 (15) unkn 146 320,U320,Stellako,3,0.43,L_Adams,4,0.34,Middle,3,0.12,Seymour,2,0.06,Chilko,3,0.04
Hakai_P_A13 (15) unkn 146 334,U334,Chilko,3,1.00,Middle,3,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 146 335,U335,L_Adams,4,0.37,Gluskie,1,0.20,Kynock,1,0.19,Dust,1,0.08,Porter_Cr,1,0.06
Hakai_P_A13 (15) unkn 146 336,U336,Stellako,3,0.99,L_Adams,4,0.00,Middle,3,0.00,Felix,1,0.00,Dust,1,0.00
Hakai_P_A13 (15) unkn 146 341,U341,Gates_Cr,2,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 146 342,U342,Gates_Cr,2,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 146 343,U343,Chilko,3,0.50,L_Adams,4,0.44,Middle,3,0.03,Portage_Cr,4,0.01,Dust,1,0.00
Hakai_P_A13 (15) unkn 146 351,U351,Horsefly,3,0.32,Chilko,3,0.30,L_Adams,4,0.29,Porter_Cr,1,0.04,Gluskie,1,0.03
Hakai_P_A13 (15) unkn 146 400,U400,Chilko,3,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 146 412,U412,Chilko,3,0.96,Middle,3,0.02,Horsefly,3,0.01,L_Adams,4,0.01,Kynock,1,0.00
Hakai_P_A13 (15) unkn 146 413,U413,Gluskie,1,0.56,Porter_Cr,1,0.20,Blackwater,1,0.13,Kynock,1,0.08,FiveMile,1,0.02
Hakai_P_A13 (15) unkn 146 414,U414,Chilko,3,0.93,Horsefly,3,0.07,Quesnel_Mitche,3,0.00,L_Adams,4,0.00,L_Horsefly,3,0.00
Hakai_P_A13 (15) unkn 146 415,U415,Porter_Cr,1,0.30,Gluskie,1,0.25,Blackwater,1,0.23,Kynock,1,0.07,FiveMile,1,0.04
Hakai_P_A13 (15) unkn 146 416,U416,Gluskie,1,0.44,Chilko,3,0.28,Middle,3,0.13,Kynock,1,0.05,Blackwater,1,0.03
Hakai_P_A13 (15) unkn 146 421,U421,Stellako,3,0.63,Chilko,3,0.22,Middle,3,0.11,L_Adams,4,0.04,Dust,1,0.01
Hakai_P_A13 (15) unkn 146 422,U422,Stellako,3,0.81,Middle,3,0.17,Dust,1,0.01,Tachie,3,0.00,L_Adams,4,0.00
Hakai_P_A13 (15) unkn 146 423,U423,Chilko,3,1.00,L_Adams,4,0.00,Portage_Cr,4,0.00,Middle,3,0.00,,,
Hakai_P_A13 (15) unkn 146 424,U424,Chilko,3,1.00,Chilko-North,3,0.00,Middle,3,0.00,Gluskie,1,0.00,,,
Hakai_P_A13 (15) unkn 148 327,U327,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,Blue_Lead_Ck,3,0.00,Chilko,3,0.00,Horsefly,3,0.00
Hakai_P_A13 (15) unkn 148 403,U403,Middle,3,0.53,Kynock,1,0.17,Gluskie,1,0.10,Dust,1,0.09,Stellako,3,0.08
Hakai_P_A13 (15) unkn 148 404,U404,Quesnel_Mitche,3,1.00,Chilko,3,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 148 405,U405,Quesnel_Mitche,3,1.00,Mitchell,3,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 148 406,U406,Stellako,3,0.96,Middle,3,0.04,Kuzkwa_Cr,3,0.00,Kynock,1,0.00,,,
Hakai_P_A13 (15) unkn 148 407,U407,Chilko,3,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 148 436,U436,Stellako,3,0.99,Middle,3,0.01,Kynock,1,0.00,,,,,,
Hakai_P_A13 (15) unkn 148 437,U437,L_Adams,4,0.77,Chilko,3,0.23,MiddleShuswap,4,0.00,Eagle_L,4,0.00,,,
Hakai_P_A13 (15) unkn 148 438,U438,Chilko,3,1.00,Middle,3,0.00,,,,,,,,,
Hakai_P_A13 (15) unkn 148 439,U439,Pitt,2,0.96,Yonakina,16,0.04,Ashlulm,18,0.00,Kudwat_Cr,17,0.00,U_Tatshensh,17,0.00
Hakai_P_A13 (15) unkn 148 441,U441,Chilko,3,0.49,Porter_Cr,1,0.26,Gluskie,1,0.10,Blackwater,1,0.05,Kynock,1,0.04
Hakai_P_A13 (15) unkn 148 442,U442,Porter_Cr,1,0.29,Blackwater,1,0.20,Gluskie,1,0.17,Kynock,1,0.11,Stellako,3,0.05
Hakai_P_A13 (15) unkn 148 443,U443,Quesnel_Mitche,3,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 148 444,U444,L_Adams,4,0.98,Horsefly,3,0.02,MiddleShuswap,4,0.00,Middle,3,0.00,,,
Hakai_P_A13 (15) unkn 148 461,U461,Horsefly,3,0.97,L_Adams,4,0.02,McKinley,3,0.00,U_Horsefly,3,0.00,Middle,3,0.00
Hakai_P_A13 (15) unkn 148 462,U462,Gates_Cr,2,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 148 463,U463,L_Adams,4,0.70,Horsefly,3,0.29,Chilko,3,0.01,Eagle_L,4,0.00,Stellako,3,0.00
Hakai_P_A13 (15) unkn 148 464,U464,Horsefly,3,0.76,L_Adams,4,0.24,Middle,3,0.00,Seymour,2,0.00,Porter_Cr,1,0.00
Hakai_P_A13 (15) unkn 148 465,U465,Chilko,3,0.95,Horsefly,3,0.02,Middle,3,0.01,Blackwater,1,0.01,Gluskie,1,0.00
Hakai_P_A13 (15) unkn 150 1369,U1369,Stellako,3,0.98,Middle,3,0.02,Dust,1,0.01,,,,,,
Hakai_P_A13 (15) unkn 150 325,U325,Horsefly,3,0.44,L_Adams,4,0.39,Chilko,3,0.10,Stellako,3,0.02,Kalum_lake,10,0.02
Hakai_P_A13 (15) unkn 150 326,U326,Middle,3,0.42,Gluskie,1,0.26,Porter_Cr,1,0.14,Blackwater,1,0.09,Stellako,3,0.03
Hakai_P_A13 (15) unkn 150 427,U427,Horsefly,3,0.60,Chilko,3,0.24,Gluskie,1,0.08,Stellako,3,0.03,Kynock,1,0.02
Hakai_P_A13 (15) unkn 150 428,U428,L_Adams,4,0.95,Seymour,2,0.05,Eagle_L,4,0.00,Eagle,2,0.00,,,
Hakai_P_A13 (15) unkn 150 429,U429,Chilko,3,0.95,Quesnel_Mitche,3,0.05,L_Adams,4,0.01,Chilko_south,2,0.00,,,
Hakai_P_A13 (15) unkn 150 430,U430,Chilko,3,0.99,Horsefly,3,0.01,Pitt,2,0.00,,,,,,
Hakai_P_A13 (15) unkn 150 432,U432,Gluskie,1,0.34,Porter_Cr,1,0.29,Blackwater,1,0.19,Kynock,1,0.09,Forfar,1,0.03
Hakai_P_A13 (15) unkn 150 433,U433,Gluskie,1,0.65,Porter_Cr,1,0.14,Blackwater,1,0.11,Kynock,1,0.05,FiveMile,1,0.02
Hakai_P_A13 (15) unkn 150 434,U434,Chilko,3,0.95,Middle,3,0.02,Porter_Cr,1,0.01,Kynock,1,0.01,Blackwater,1,0.00
Hakai_P_A13 (15) unkn 150 435,U435,Gluskie,1,0.52,Porter_Cr,1,0.16,Blackwater,1,0.10,Kynock,1,0.09,Iskut,14,0.02
Hakai_P_A13 (15) unkn 151 526,U526,Middle,3,0.81,Dust,1,0.11,Stellako,3,0.06,Horsefly,3,0.01,Gluskie,1,0.00
Hakai_P_A13 (15) unkn 151 546,U546,L_Adams,4,0.97,L_Shuswap,4,0.01,Horsefly,3,0.01,Dust,1,0.00,Blackwater,1,0.00
Hakai_P_A13 (15) unkn 152 402,U402,Chilko,3,0.99,Chilko-North,3,0.01,L_Adams,4,0.01,Roaring,3,0.00,,,
Hakai_P_A13 (15) unkn 152 440,U440,Chilko,3,0.95,Tachie,3,0.03,Paula,1,0.02,Fennell,2,0.00,Raft,2,0.00
Hakai_P_A13 (15) unkn 152 446,U446,Chilko,3,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 152 447,U447,L_Adams,4,0.45,Raft,2,0.40,Thompson_N,2,0.14,Fennell,2,0.00,L_Shuswap,4,0.00
Hakai_P_A13 (15) unkn 152 448,U448,Chilko,3,0.98,L_Adams,4,0.01,Thompson_N,2,0.01,Gluskie,1,0.00,Paula,1,0.00
Hakai_P_A13 (15) unkn 152 449,U449,Chilko,3,0.55,Paula,1,0.39,Rossette,1,0.02,L_Adams,4,0.01,Sandpoint,1,0.01
Hakai_P_A13 (15) unkn 152 450,U450,L_Adams,4,0.36,Chilko,3,0.23,Raft,2,0.18,Fennell,2,0.11,Thompson_N,2,0.09
Hakai_P_A13 (15) unkn 152 451,U451,Chilko,3,0.99,L_Adams,4,0.01,Chilko-North,3,0.00,Portage_Cr,4,0.00,Chilko_south,2,0.00
Hakai_P_A13 (15) unkn 152 452,U452,Chilko,3,0.97,Chilko-North,3,0.03,L_Adams,4,0.00,,,,,,
Hakai_P_A13 (15) unkn 152 453,U453,Mitchell,3,0.91,Quesnel_Mitche,3,0.08,Blue_Lead_Ck,3,0.00,Chilko,3,0.00,Roaring,3,0.00
Hakai_P_A13 (15) unkn 152 487,U487,Tachie,3,0.62,Paula,1,0.28,Rossette,1,0.02,Sandpoint,1,0.02,Gluskie,1,0.02
Hakai_P_A13 (15) unkn 152 488,U488,L_Adams,4,0.67,Raft,2,0.14,Chilko,3,0.11,Thompson_N,2,0.04,Little,4,0.02
Hakai_P_A13 (15) unkn 152 489,U489,Mitchell,3,0.98,Quesnel_Mitche,3,0.02,,,,,,,,,
Hakai_P_A13 (15) unkn 152 490,U490,Chilko,3,0.80,L_Adams,4,0.17,Little,4,0.04,Portage_Cr,4,0.00,Chilko-North,3,0.00
Hakai_P_A13 (15) unkn 152 498,U498,L_Adams,4,0.50,Tachie,3,0.41,Birkenhead,3,0.03,L_Shuswap,4,0.02,Little,4,0.01
Hakai_P_A13 (15) unkn 152 499,U499,Chilko,3,0.78,L_Adams,4,0.09,Scotch,2,0.05,Tachie,3,0.03,Chilko-North,3,0.02
Hakai_P_A13 (15) unkn 152 500,U500,Chilko,3,0.50,L_Adams,4,0.26,Scotch,2,0.07,Little,4,0.03,Raft,2,0.02
Hakai_P_A13 (15) unkn 152 502,U502,Paula,1,0.77,Sandpoint,1,0.07,Rossette,1,0.05,Hudson_Bay,1,0.03,L_Adams,4,0.03
Hakai_P_A13 (15) unkn 152 511,U511,Scotch,2,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 152 512,U512,Chilko,3,0.97,Chilko-North,3,0.03,Tachie,3,0.01,L_Adams,4,0.00,,,
Hakai_P_A13 (15) unkn 152 523,U523,Mitchell,3,0.96,Quesnel_Mitche,3,0.04,Roaring,3,0.00,Blue_Lead_Ck,3,0.00,,,
Hakai_P_A13 (15) unkn 152 524,U524,Tachie,3,0.98,Middle,3,0.01,Hudson_Bay,1,0.00,Forfar,1,0.00,Kuzkwa_Cr,3,0.00
Hakai_P_A13 (15) unkn 152 525,U525,Chilko,3,0.97,Chilko-North,3,0.03,L_Adams,4,0.00,Fennell,2,0.00,Raft,2,0.00
Hakai_P_A13 (15) unkn 152 532,U532,Tachie,3,0.98,Chilko,3,0.01,Stellako,3,0.00,Middle,3,0.00,Pinchi_Cr,3,0.00
Hakai_P_A13 (15) unkn 152 533,U533,L_Adams,4,0.90,Chilko,3,0.08,Portage_Cr,4,0.01,L_Shuswap,4,0.01,Little,4,0.00
Hakai_P_A13 (15) unkn 152 534,U534,Mitchell,3,0.89,Quesnel_Mitche,3,0.10,Roaring,3,0.00,Blue_Lead_Ck,3,0.00,,,
Hakai_P_A13 (15) unkn 152 535,U535,Chilko,3,0.87,Chilko-North,3,0.04,Paula,1,0.03,Tachie,3,0.03,Raft,2,0.02
Hakai_P_A13 (15) unkn 152 543,U543,Chilko,3,0.99,L_Adams,4,0.01,Portage_Cr,4,0.00,,,,,,
Hakai_P_A13 (15) unkn 152 544,U544,Quesnel_Mitche,3,0.61,Mitchell,3,0.37,Roaring,3,0.01,Quesnel_Decept,3,0.01,,,
Hakai_P_A13 (15) unkn 152 545,U545,Pitt,2,0.99,Lake_Wenatchee,8,0.01,,,,,,,,,
Hakai_P_A13 (15) unkn 154 226,U226,Chilko,3,0.99,Paula,1,0.00,Sandpoint,1,0.00,Chilko-North,3,0.00,Tachie,3,0.00
Hakai_P_A13 (15) unkn 154 227,U227,Chilko,3,0.56,L_Adams,4,0.30,Chilko-North,3,0.03,Raft,2,0.03,Little,4,0.02
Hakai_P_A13 (15) unkn 154 228,U228,Tachie,3,0.77,Chilko,3,0.19,Chilko-North,3,0.02,Paula,1,0.02,L_Adams,4,0.00
Hakai_P_A13 (15) unkn 154 229,U229,Chilko,3,0.82,Raft,2,0.11,Thompson_N,2,0.04,L_Adams,4,0.02,Chilko-North,3,0.01
Hakai_P_A13 (15) unkn 154 257,U257,Paula,1,0.85,Sandpoint,1,0.08,Tachie,3,0.02,Rossette,1,0.01,Felix,1,0.01
Hakai_P_A13 (15) unkn 154 258,U258,Chilko,3,0.98,L_Adams,4,0.01,Chilko-North,3,0.00,Paula,1,0.00,Thompson_N,2,0.00
Hakai_P_A13 (15) unkn 154 259,U259,Chilko,3,0.96,L_Adams,4,0.04,Little,4,0.00,Portage_Cr,4,0.00,Roaring,3,0.00
Hakai_P_A13 (15) unkn 154 264,U264,Mitchell,3,0.85,Quesnel_Mitche,3,0.15,Quesnel_Decept,3,0.00,Wasko_Cr,3,0.00,Roaring,3,0.00
Hakai_P_A13 (15) unkn 154 770,U770,Scotch,2,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 154 775,U775,Chilko,3,0.96,Chilko-North,3,0.04,Chilko_south,2,0.00,Tachie,3,0.00,,,
Hakai_P_A13 (15) unkn 154 776,U776,Chilko,3,0.55,Tachie,3,0.26,Chilko-North,3,0.11,Quesnel_Decept,3,0.02,Roaring,3,0.02
Hakai_P_A13 (15) unkn 154 793,U793,Chilko,3,0.95,Tachie,3,0.05,L_Adams,4,0.01,Thompson_N,2,0.00,,,
Hakai_P_A13 (15) unkn 154 794,U794,Chilko,3,0.97,Tachie,3,0.01,Mitchell,3,0.01,L_Adams,4,0.00,Roaring,3,0.00
Hakai_P_A13 (15) unkn 154 795,U795,Chilko,3,0.96,Chilko-North,3,0.04,Chilko_south,2,0.00,,,,,,
Hakai_P_A13 (15) unkn 154 796,U796,L_Adams,4,0.81,Thompson_N,2,0.12,Raft,2,0.05,Chilko,3,0.01,Quesnel_Decept,3,0.01
Hakai_P_A13 (15) unkn 154 801,U801,Chilko,3,0.93,Chilko-North,3,0.07,L_Adams,4,0.00,,,,,,
Hakai_P_A13 (15) unkn 154 802,U802,Chilko,3,0.99,L_Adams,4,0.00,Chilko-North,3,0.00,Forfar,1,0.00,Thompson_N,2,0.00
Hakai_P_A13 (15) unkn 154 803,U803,L_Adams,4,0.46,Chilko,3,0.28,Tachie,3,0.11,Little,4,0.03,Raft,2,0.02
Hakai_P_A13 (15) unkn 155 130,U130,Chilko,3,0.91,Chilko-North,3,0.05,L_Adams,4,0.04,Bowron,2,0.00,Raft,2,0.00
Hakai_P_A13 (15) unkn 155 266,U266,Scotch,2,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 155 267,U267,Pitt,2,0.99,L_Adams,4,0.00,Kalum_lake,10,0.00,Birkenhead,3,0.00,Scotch,2,0.00
Hakai_P_A13 (15) unkn 155 271,U271,L_Adams,4,0.92,Scotch,2,0.05,Little,4,0.02,Eagle_L,4,0.01,Portage_Cr,4,0.01
Hakai_P_A13 (15) unkn 155 275,U275,Paula,1,0.88,Tachie,3,0.07,Hudson_Bay,1,0.02,Rossette,1,0.02,Felix,1,0.01
Hakai_P_A13 (15) unkn 155 276,U276,L_Adams,4,0.62,Chilko,3,0.31,Scotch,2,0.02,Eagle_L,4,0.02,Little,4,0.01
Hakai_P_A13 (15) unkn 155 277,U277,Bowron,2,1.00,,,,,,,,,,,,
Hakai_P_A13 (15) unkn 155 287,U287,Chilko,3,0.88,Thompson_N,2,0.05,Raft,2,0.03,Fennell,2,0.02,Chilko-North,3,0.01
Hakai_P_A13 (15) unkn 155 288,U288,Scotch,2,1.00,L_Adams,4,0.00,Sandpoint,1,0.00,,,,,,
Hakai_P_A13 (15) unkn 155 289,U289,Scotch,2,1.00,Seymour,2,0.00,L_Adams,4,0.00,Pitt,2,0.00,,,
Hakai_P_A13 (15) unkn 156 1000,U1000,L_Adams,4,0.69,Paula,1,0.08,Pitt,2,0.06,Tachie,3,0.03,Rossette,1,0.03
Hakai_P_A13 (15) unkn 156 1005,U1005,L_Adams,4,0.88,Chilko,3,0.08,Scotch,2,0.02,Portage_Cr,4,0.01,Tachie,3,0.01
Hakai_P_A13 (15) unkn 156 1006,U1006,Mitchell,3,0.96,Quesnel_Mitche,3,0.04,Blue_Lead_Ck,3,0.01,Quesnel_Decept,3,0.00,Roaring,3,0.00
Hakai_P_A13 (15) unkn 156 1007,U1007,L_Adams,4,0.98,Chilko,3,0.01,Little,4,0.01,Chilko-North,3,0.00,,,
Hakai_P_A13 (15) unkn 156 1013,U1013,Mitchell,3,0.76,Chilko,3,0.16,L_Adams,4,0.03,Quesnel_Mitche,3,0.02,Blue_Lead_Ck,3,0.01
Hakai_P_A13 (15) unkn 156 1014,U1014,Chilko,3,0.90,Paula,1,0.04,Tachie,3,0.02,Chilko-North,3,0.02,Chilko_south,2,0.01
Hakai_P_A13 (15) unkn 156 1021,U1021,Scotch,2,1.00,L_Adams,4,0.00,Seymour,2,0.00,,,,,,
Hakai_P_A13 (15) unkn 156 219,U219,Chilko,3,0.78,Tachie,3,0.07,Portage_Cr,4,0.04,L_Adams,4,0.03,Roaring,3,0.02
Hakai_P_A13 (15) unkn 156 220,U220,Scotch,2,0.96,L_Adams,4,0.03,Chilko,3,0.01,Pitt,2,0.00,Eagle_L,4,0.00
Hakai_P_A13 (15) unkn 156 221,U221,Chilko,3,0.98,Tachie,3,0.01,Pitt,2,0.01,Chilko-North,3,0.01,L_Adams,4,0.00
Hakai_P_A13 (15) unkn 156 222,U222,Chilko,3,1.00,Chilko-North,3,0.00,L_Adams,4,0.00,,,,,,
Hakai_P_A13 (15) unkn 156 237,U237,Chilko,3,0.87,L_Adams,4,0.11,Chilko_south,2,0.01,Eagle_L,4,0.01,Chilko-North,3,0.00
Hakai_P_A13 (15) unkn 156 238,U238,Paula,1,0.99,Tachie,3,0.01,Sandpoint,1,0.00,Blackwater,1,0.00,,,
Hakai_P_A13 (15) unkn 156 239,U239,L_Adams,4,0.82,Chilko,3,0.08,Portage_Cr,4,0.04,Little,4,0.03,Pitt,2,0.02
Hakai_P_A13 (15) unkn 156 242,U242,Chilko,3,0.95,Chilko-North,3,0.05,,,,,,,,,
Hakai_P_A13 (15) unkn 156 243,U243,Paula,1,0.71,Tachie,3,0.19,Sandpoint,1,0.04,Forfar,1,0.01,Gluskie,1,0.01
Hakai_P_A13 (15) unkn 156 244,U244,Paula,1,0.85,Sandpoint,1,0.06,Rossette,1,0.03,Felix,1,0.02,Forfar,1,0.01
Hakai_P_A13 (15) unkn 156 759,U759,Chilko,3,0.99,L_Adams,4,0.02,,,,,,,,,
